0,0.1
1e-06,0.0
2e-06,0.0
3e-06,0.0
4e-06,0.0
5e-06,0.0
6e-06,0.0
7e-06,0.0
8e-06,0.0
9e-06,7.67877206573781e-13
1e-05,6.14250614089716e-12
1.1e-05,2.07292320292621e-11
1.2e-05,4.91318661856747e-11
1.3e-05,9.59526865099391e-11
1.4e-05,1.65792437985579e-10
1.5e-05,2.63250333177601e-10
1.6e-05,3.92924052730087e-10
1.7e-05,5.59409745863642e-10
1.8e-05,7.6730203087266e-10
1.9e-05,1.02119399562245e-09
2e-05,1.32567719804617e-09
2.1e-05,1.68534166664164e-09
2.2e-05,2.10477590096798e-09
2.3e-05,2.58856687214204e-09
2.4e-05,3.14130002333474e-09
2.5e-05,3.76755927026723e-09
2.6e-05,4.47192700170684e-09
2.7e-05,5.25898407996292e-09
2.8e-05,6.13330984138254e-09
2.9e-05,7.09948209684592e-09
3e-05,8.16207713226185e-09
3.1e-05,9.32566970906282e-09
3.2e-05,1.05948330647001e-08
3.3e-05,1.19741389131384e-08
3.4e-05,1.34681574453511e-08
3.5e-05,1.5081457329814e-08
3.6e-05,1.68186057130003e-08
3.7e-05,1.86841682198748e-08
3.8e-05,2.06827089543875e-08
3.9e-05,2.2818790499968e-08
4e-05,2.5096973920019e-08
4.1e-05,2.75218187584098e-08
4.2e-05,3.00978830399701e-08
4.3e-05,3.28297232709828e-08
4.4e-05,3.57218944396772e-08
4.5e-05,3.87789500167222e-08
4.6e-05,4.20054419557188e-08
4.7e-05,4.54059206936929e-08
4.8e-05,4.89849351515876e-08
4.9e-05,5.27470327347557e-08
5e-05,5.66967593334516e-08
5.1e-05,6.08386593233234e-08
5.2e-05,6.51772755659048e-08
5.3e-05,6.97171494091065e-08
5.4e-05,7.44628206877081e-08
5.5e-05,7.94188277238491e-08
5.6e-05,8.45897073275201e-08
5.7e-05,8.99799947970541e-08
5.8e-05,9.5594223919617e-08
5.9e-05,1.01436926971699e-07
6e-05,1.07512634719603e-07
6.1e-05,1.13825876419939e-07
6.2e-05,1.20381179820111e-07
6.3e-05,1.27183071158806e-07
6.4e-05,1.3423607516649e-07
6.5e-05,1.41544715065889e-07
6.6e-05,1.49113512572487e-07
6.7e-05,1.5694698789501e-07
6.8e-05,1.65049659735916e-07
6.9e-05,1.73426045291888e-07
7e-05,1.82080660254318e-07
7.1e-05,1.91018018809797e-07
7.2e-05,2.00242633640605e-07
7.3e-05,2.09759015925202e-07
7.4e-05,2.19571675338708e-07
7.5e-05,2.29685120053401e-07
7.6e-05,2.40103856739198e-07
7.7e-05,2.50832390564145e-07
7.8e-05,2.61875225194906e-07
7.9e-05,2.7323686279725e-07
8e-05,2.84921804036535e-07
8.1e-05,2.96934548078203e-07
8.2e-05,3.09279592588256e-07
8.3e-05,3.21961433733755e-07
8.4e-05,3.34984566183296e-07
8.5e-05,3.48353483107504e-07
8.6e-05,3.62072676179515e-07
