Group,Task Number,Latency (Edge),Data Transmission Latency (Edge),Throughput (Edge)
37,Task 13,0.005363502502441406,0.9765625,135117.6793029976
37,Task 14,0.0044780921936035155,0.9765625,198875.1082592651
37,Task 15,0.0042906045913696286,0.48828125,97649.82247831908
37,Task 16,0.0032588958740234373,0.48828125,133536.8237357713
37,Task 17,0.003682537078857422,0.29296875,71595.00714788657
37,Task 18,0.0030180883407592775,0.29296875,85750.80266290714
37,Task 19,0.0038324594497680664,0.1953125,59665.251026611324
37,Task 20,0.0037761640548706053,0.1953125,78554.21280580593
37,Task 21,0.0013277292251586913,0.000762939453,271.55191613447903
37,Task 22,0.0016248512268066406,0.0457763672,19880.13378856414
37,Task 23,0.0015233850479125976,0.0915527344,31311.485893806963
37,Task 24,0.0016794967651367187,0.183105469,63556.56070886038
37,Task 25,0.00021815776824951171,0.000762939453,753.1656161899119
38,Task 1,0.0018041133880615234,6.7024231,4869427.863089732
38,Task 2,0.05574031352996826,61.1328125,46070831.99613976
38,Task 3,0.04664156436920166,30.5664062,25893749.627250902
38,Task 4,0.027000484466552736,30.5664062,23558986.346940033
38,Task 5,0.025892806053161622,15.3320312,89019214.22808018
38,Task 6,0.015514426231384278,15.3320312,360529.0090303416
38,Task 7,0.015138993263244629,7.71484375,216802.33364293314
38,Task 8,0.009306907653808594,7.71484375,374511.7985762957
38,Task 9,0.009298391342163086,3.90625,197738.3211957758
38,Task 10,0.006250619888305664,3.90625,330015.4271669231
38,Task 11,0.006316466331481934,1.953125,169099.75158092738
38,Task 12,0.0047154569625854495,1.953125,275064.51070806436
38,Task 13,0.005342206954956055,0.9765625,137658.21988970335
38,Task 14,0.00440913200378418,0.9765625,204779.6895144372
38,Task 15,0.004315247535705566,0.48828125,101322.4746897126
38,Task 16,0.0034103488922119143,0.48828125,135723.8556258804
38,Task 17,0.0035910701751708986,0.29296875,71880.4050905884
38,Task 18,0.0030909681320190428,0.29296875,87091.97176914374
38,Task 19,0.003908834457397461,0.1953125,59324.52261006682
38,Task 20,0.0036173439025878906,0.1953125,75065.63348536498
38,Task 21,0.001378316879272461,0.000762939453,278.4685208643716
38,Task 22,0.0017392349243164063,0.0457763672,19411.393918450904
38,Task 23,0.001547245979309082,0.0915527344,30699.688438557496
38,Task 24,0.001700582504272461,0.183105469,66347.02324772083
38,Task 25,0.00022574901580810547,0.000762939453,725.5225667176376
39,Task 1,0.0018259048461914062,6.7024231,4811313.151572131
39,Task 2,0.05528277397155762,61.1328125,49617797.69569197
39,Task 3,0.04644328117370605,30.5664062,26558109.55987407
39,Task 4,0.026382040977478028,30.5664062,23485232.399555005
39,Task 5,0.025713348388671876,15.3320312,87391117.86832556
39,Task 6,0.015593223571777344,15.3320312,363512.8731119602
39,Task 7,0.015247488021850586,7.71484375,217727.94136097617
39,Task 8,0.009320220947265624,7.71484375,383291.04289666103
39,Task 9,0.009402318000793457,3.90625,199118.3692846334
39,Task 10,0.00649792194366455,3.90625,328347.75801373395
39,Task 11,0.0064815950393676755,1.953125,167896.50835149782
39,Task 12,0.004710245132446289,1.953125,274671.6000065487
39,Task 13,0.0053978443145751955,0.9765625,136136.64203784443
39,Task 14,0.004523324966430664,0.9765625,196986.05355639817
39,Task 15,0.004558305740356445,0.48828125,98741.1271628035
39,Task 16,0.003260388374328613,0.48828125,135874.03245563418
39,Task 17,0.003499398231506348,0.29296875,71139.51007499933
39,Task 18,0.0030951690673828125,0.29296875,84893.30367590474
39,Task 19,0.003868088722229004,0.1953125,56161.217474627236
39,Task 20,0.0036593961715698244,0.1953125,78518.25322887066
39,Task 21,0.0013603782653808594,0.000762939453,285.7634181204752
39,Task 22,0.0016149044036865234,0.0457763672,19385.047696517046
39,Task 23,0.0015085411071777343,0.0915527344,31023.07331018236
39,Task 24,0.001705923080444336,0.183105469,65584.59066678307
39,Task 25,0.00022995471954345703,0.000762939453,735.0896625212064
40,Task 1,0.0017877578735351562,6.7024231,4913976.4002987305
40,Task 2,0.05532844066619873,61.1328125,47630959.29273775
40,Task 3,0.04652678489685059,30.5664062,25725513.15450256
40,Task 4,0.026593613624572753,30.5664062,22602202.571186464
40,Task 5,0.025771541595458983,15.3320312,88232736.5058097
40,Task 6,0.015440731048583985,15.3320312,363212.83878649154
40,Task 7,0.01508181095123291,7.71484375,217337.17518668444
40,Task 8,0.009263596534729003,7.71484375,380241.6678964011
40,Task 9,0.009313974380493164,3.90625,198668.75177161145
40,Task 10,0.006326742172241211,3.90625,331590.51756617037
40,Task 11,0.006383161544799804,1.953125,169740.88909334358
40,Task 12,0.004642939567565918,1.953125,276350.55028601695
40,Task 13,0.005319247245788574,0.9765625,137427.90646716655
40,Task 14,0.004397745132446289,0.9765625,202315.81517831437
40,Task 15,0.004298777580261231,0.48828125,100263.79490918436
40,Task 16,0.0032443809509277344,0.48828125,137843.70670487164
40,Task 17,0.003584275245666504,0.29296875,72190.66575708163
40,Task 18,0.0031026411056518555,0.29296875,87317.4748502072
40,Task 19,0.003859119415283203,0.1953125,59551.81332839352
40,Task 20,0.003600759506225586,0.1953125,78905.65376633608
40,Task 21,0.0013933372497558594,0.000762939453,278.9964306477383
40,Task 22,0.0016822671890258788,0.0457763672,19338.363012951246
40,Task 23,0.0015573644638061524,0.0915527344,31095.17666770458
40,Task 24,0.0017725706100463867,0.183105469,66652.60470327121
40,Task 25,0.00022776126861572265,0.000762939453,717.7013319461746
41,Task 1,0.001833343505859375,6.7024231,4791791.593841032
41,Task 2,0.05564772605895996,61.1328125,46785028.91507228
41,Task 3,0.04639965534210205,30.5664062,25890079.324062403
41,Task 4,0.0266442346572876,30.5664062,23319215.033929586
41,Task 5,0.025806212425231935,15.3320312,89890723.04410887
41,Task 6,0.01567606449127197,15.3320312,361128.86227746046
41,Task 7,0.015257339477539062,7.71484375,217932.65328039168
41,Task 8,0.009393997192382812,7.71484375,379519.25172803627
41,Task 9,0.009316763877868652,3.90625,198401.83889186068
41,Task 10,0.006288356781005859,3.90625,326612.58843702025
41,Task 11,0.006471195220947266,1.953125,167788.0998694876
41,Task 12,0.004657554626464844,1.953125,272514.4523223611
41,Task 13,0.005408368110656738,0.9765625,137386.7596924458
41,Task 14,0.0045070934295654294,0.9765625,203550.79149870639
41,Task 15,0.004471712112426758,0.48828125,98899.81342678696
41,Task 16,0.0032676172256469725,0.48828125,137411.16343830622
41,Task 17,0.003556704521179199,0.29296875,71001.08427223362
41,Task 18,0.0030250787734985352,0.29296875,85199.03259183712
41,Task 19,0.0038341999053955076,0.1953125,57248.765923142375
41,Task 20,0.0037382698059082032,0.1953125,78344.54965860123
41,Task 21,0.0014246416091918946,0.000762939453,281.1591443835929
41,Task 22,0.0017126846313476564,0.0457763672,19834.19424500122
41,Task 23,0.0015474653244018555,0.0915527344,31297.272693355222
41,Task 24,0.0017180681228637696,0.183105469,64200.823498798425
41,Task 25,0.0002235603332519531,0.000762939453,701.9309232216193
42,Task 1,0.0018235206604003905,6.7024231,4817603.765493437
42,Task 2,0.05559543609619141,61.1328125,51848218.75156201
42,Task 3,0.04667449951171875,30.5664062,26970297.380982187
42,Task 4,0.02690357208251953,30.5664062,23969844.58398117
42,Task 5,0.026332359313964843,15.3320312,90722793.71421191
42,Task 6,0.015810184478759766,15.3320312,361468.51992004947
42,Task 7,0.015128941535949706,7.71484375,216649.35041159124
42,Task 8,0.009284019470214844,7.71484375,375860.86966385494
42,Task 9,0.009322223663330078,3.90625,194437.5716187615
42,Task 10,0.006229467391967773,3.90625,323841.8885547147
42,Task 11,0.006265029907226562,1.953125,169212.1021101757
42,Task 12,0.004517903327941894,1.953125,275742.6358500257
42,Task 13,0.005430755615234375,0.9765625,137306.2958181331
42,Task 14,0.004260239601135254,0.9765625,205475.03012062027
42,Task 15,0.004233441352844238,0.48828125,102154.34075769939
42,Task 16,0.00325228214263916,0.48828125,141658.63090557727
42,Task 17,0.0035524368286132812,0.29296875,70708.39257115562
42,Task 18,0.003092069625854492,0.29296875,90135.77543799953
42,Task 19,0.004047880172729492,0.1953125,60470.89794405829
42,Task 20,0.003525447845458984,0.1953125,78713.958006196
42,Task 21,0.0013374996185302735,0.000762939453,281.4969127516778
42,Task 22,0.0015454339981079103,0.0457763672,19404.47896072813
42,Task 23,0.0014854860305786133,0.0915527344,29645.146318420735
42,Task 24,0.001671433448791504,0.183105469,68076.4573809073
42,Task 25,0.0002215099334716797,0.000762939453,747.663764643807
43,Task 1,0.0017447233200073241,6.7024231,5035182.311865426
43,Task 2,0.05494410991668701,61.1328125,51440001.30283188
43,Task 3,0.04597622394561768,30.5664062,26878324.262384236
43,Task 4,0.026355724334716796,30.5664062,23514086.216518015
43,Task 5,0.025702705383300783,15.3320312,89973242.65493904
43,Task 6,0.015534019470214844,15.3320312,365753.4907831252
43,Task 7,0.014830164909362793,7.71484375,219939.767388484
43,Task 8,0.008994197845458985,7.71484375,383673.76557661424
43,Task 9,0.008996548652648926,3.90625,199200.82044462516
43,Task 10,0.005997810363769531,3.90625,329599.17488304706
43,Task 11,0.006223821640014648,1.953125,172621.14181776793
43,Task 12,0.00451533317565918,1.953125,284627.9394768373
43,Task 13,0.0051546478271484375,0.9765625,142276.78295533024
43,Task 14,0.004230313301086426,0.9765625,213411.21548823692
43,Task 15,0.004191174507141114,0.48828125,102830.71029626962
43,Task 16,0.00318720817565918,0.48828125,141739.2637712871
43,Task 17,0.0034911632537841797,0.29296875,74495.87496114738
43,Task 18,0.0029996967315673827,0.29296875,90773.41857904033
43,Task 19,0.003752470016479492,0.1953125,61080.73036897308
43,Task 20,0.0034634685516357422,0.1953125,80321.07910461604
43,Task 21,0.0012902212142944336,0.000762939453,286.4374786587448
43,Task 22,0.0015576982498168945,0.0457763672,20002.021993953094
43,Task 23,0.0014905691146850585,0.0915527344,31978.936400025414
43,Task 24,0.0017038297653198242,0.183105469,69294.69588706146
43,Task 25,0.0002233552932739258,0.000762939453,775.0608879476973
44,Task 1,0.0017233848571777343,6.7024231,5097526.512091196
44,Task 2,0.055012569427490235,61.1328125,50915221.02048236
44,Task 3,0.04599684715270996,30.5664062,26620714.063747548
44,Task 4,0.026070394515991212,30.5664062,24214458.801558573
44,Task 5,0.02545431613922119,15.3320312,89358960.60895193
44,Task 6,0.015420765876770019,15.3320312,365298.33471035556
44,Task 7,0.015094699859619141,7.71484375,219841.1549041191
44,Task 8,0.009395251274108887,7.71484375,387872.9182175376
44,Task 9,0.009493875503540038,3.90625,201144.66921823393
44,Task 10,0.006547541618347168,3.90625,332019.82579301164
44,Task 11,0.006516389846801758,1.953125,169595.95247391638
44,Task 12,0.004723896980285644,1.953125,272478.076989251
44,Task 13,0.005480418205261231,0.9765625,134823.76080481766
44,Task 14,0.004398884773254394,0.9765625,195493.22090802033
44,Task 15,0.004518551826477051,0.48828125,98213.89067354707
44,Task 16,0.0033296966552734376,0.48828125,135481.36266961956
44,Task 17,0.003444528579711914,0.29296875,70067.64550036674
44,Task 18,0.0029455900192260744,0.29296875,87294.8530806612
44,Task 19,0.0037496471405029297,0.1953125,56655.320073996765
44,Task 20,0.0034674072265625,0.1953125,76883.88057649566
44,Task 21,0.0012842655181884766,0.000762939453,290.315489292191
44,Task 22,0.0015737533569335938,0.0457763672,20369.433494945242
44,Task 23,0.001504993438720703,0.0915527344,32003.01135106402
44,Task 24,0.0016545486450195313,0.183105469,69215.98310156663
44,Task 25,0.00022489070892333984,0.000762939453,778.655181376007
45,Task 1,0.0017204046249389648,6.7024231,5106356.884103161
45,Task 2,0.054824604988098144,61.1328125,53737738.58940535
45,Task 3,0.04575754642486572,30.5664062,26888646.364669174
45,Task 4,0.026376752853393554,30.5664062,24406129.60823101
45,Task 5,0.025600976943969726,15.3320312,95652216.50476623
45,Task 6,0.01561521053314209,15.3320312,366550.7485984192
45,Task 7,0.015381712913513184,7.71484375,220990.87014213033
45,Task 8,0.0092803955078125,7.71484375,383367.8867222286
45,Task 9,0.009398541450500487,3.90625,199992.36791649112
45,Task 10,0.006389865875244141,3.90625,327885.4287064008
45,Task 11,0.0064399814605712894,1.953125,166431.39905120592
45,Task 12,0.004545946121215821,1.953125,275850.31239723775
45,Task 13,0.0052852630615234375,0.9765625,136191.34487424514
45,Task 14,0.004275197982788086,0.9765625,200317.1936611415
45,Task 15,0.004228625297546387,0.48828125,99379.16807965869
45,Task 16,0.0031559419631958007,0.48828125,140784.77459579546
45,Task 17,0.0035011100769042967,0.29296875,72654.85095633345
45,Task 18,0.0029363155364990233,0.29296875,89820.40166232793
45,Task 19,0.0037504911422729494,0.1953125,60539.7693071886
45,Task 20,0.00352330207824707,0.1953125,81116.82755432131
45,Task 21,0.0013014602661132813,0.000762939453,285.6236959233816
45,Task 22,0.0014910936355590821,0.0457763672,20433.771253186966
45,Task 23,0.0014899969100952148,0.0915527344,31995.80946811013
45,Task 24,0.0016415548324584962,0.183105469,68117.91741666554
45,Task 25,0.00021009445190429689,0.000762939453,768.3676759386816
46,Task 1,0.0017275094985961914,6.7024231,5085355.540527485
46,Task 2,0.05541883945465088,61.1328125,47568127.84129671
46,Task 3,0.04626045227050781,30.5664062,26328169.57762897
46,Task 4,0.0263322114944458,30.5664062,23338193.651322734
46,Task 5,0.025440759658813476,15.3320312,89852393.38222753
46,Task 6,0.015220894813537597,15.3320312,362620.36877268995
46,Task 7,0.014833784103393555,7.71484375,218588.43793549878
46,Task 8,0.008953819274902344,7.71484375,384016.35966401466
46,Task 9,0.009031662940979004,3.90625,201251.8520934288
46,Task 10,0.00594365119934082,3.90625,336379.69795614295
46,Task 11,0.006219534873962402,1.953125,172579.0251601642
46,Task 12,0.004563493728637695,1.953125,285911.51121127815
46,Task 13,0.005297703742980957,0.9765625,141723.6236963967
46,Task 14,0.004397687911987305,0.9765625,215355.84055503766
46,Task 15,0.004399299621582031,0.48828125,102901.58556378711
46,Task 16,0.0033876323699951172,0.48828125,140243.42708827482
46,Task 17,0.0036939716339111327,0.29296875,72484.23442114331
46,Task 18,0.003017730712890625,0.29296875,87318.61098039385
46,Task 19,0.0037744331359863283,0.1953125,58191.08085844353
46,Task 20,0.0034616804122924805,0.1953125,75569.00278419792
46,Task 21,0.0013006734848022461,0.000762939453,270.71133703893986
46,Task 22,0.0016844892501831055,0.0457763672,19882.48976083329
46,Task 23,0.0015217161178588867,0.0915527344,31792.853569425282
46,Task 24,0.0017166709899902343,0.183105469,69330.4902288947
46,Task 25,0.00022365570068359376,0.000762939453,768.8324638616275
47,Task 1,0.0017664194107055663,6.7024231,4973337.558881885
47,Task 2,0.05505727291107178,61.1328125,39374055.826421104
47,Task 3,0.04663767337799072,30.5664062,24296384.10474995
47,Task 4,0.026644277572631835,30.5664062,22203684.84938175
47,Task 5,0.02557546615600586,15.3320312,92667751.2522263
47,Task 6,0.015268626213073731,15.3320312,365001.7325133222
47,Task 7,0.014733219146728515,7.71484375,216820.42150867803
47,Task 8,0.009006328582763672,7.71484375,379518.6404448334
47,Task 9,0.009072356224060059,3.90625,200191.85452061353
47,Task 10,0.006013164520263672,3.90625,335328.13814094226
47,Task 11,0.006232800483703613,1.953125,173757.00276395085
47,Task 12,0.004494199752807617,1.953125,284244.5705233687
47,Task 13,0.005144085884094238,0.9765625,141087.9344227485
47,Task 14,0.004276351928710937,0.9765625,212866.28624354902
47,Task 15,0.004249773025512695,0.48828125,102682.57449814974
47,Task 16,0.003220539093017578,0.48828125,142405.77526625938
47,Task 17,0.0034651088714599608,0.29296875,74648.83142549127
47,Task 18,0.0029649591445922853,0.29296875,89796.16420759665
47,Task 19,0.00370305061340332,0.1953125,60238.511201222565
47,Task 20,0.0034620094299316405,0.1953125,79489.79739293689
47,Task 21,0.001275463104248047,0.000762939453,288.59122096751554
47,Task 22,0.002035045623779297,0.0457763672,20236.366531199088
47,Task 23,0.0016489696502685546,0.0915527344,32405.714241565005
47,Task 24,0.0018043851852416993,0.183105469,69323.90129415071
47,Task 25,0.00021686077117919923,0.000762939453,784.0289512643747
48,Task 1,0.0017748117446899415,6.7024231,4949820.749318251
48,Task 2,0.054829282760620116,61.1328125,48018458.481497355
48,Task 3,0.04579180240631103,30.5664062,26516369.18532358
48,Task 4,0.026318941116333008,30.5664062,23216632.834204208
48,Task 5,0.02557431221008301,15.3320312,85378158.486285
48,Task 6,0.015555596351623536,15.3320312,366519.47623931884
48,Task 7,0.015150995254516601,7.71484375,220825.5510511716
48,Task 8,0.009292888641357421,7.71484375,384209.98608202726
48,Task 9,0.009360270500183105,3.90625,200200.88743506357
48,Task 10,0.006181540489196777,3.90625,329141.99393362546
48,Task 11,0.006307563781738281,1.953125,168965.79775753338
48,Task 12,0.00447779655456543,1.953125,275479.465944193
48,Task 13,0.005095438957214355,0.9765625,136748.1847853607
48,Task 14,0.004221076965332031,0.9765625,207068.12520875712
48,Task 15,0.004245405197143555,0.48828125,101465.48210149442
48,Task 16,0.0032004308700561523,0.48828125,142927.44036070033
48,Task 17,0.003507871627807617,0.29296875,75361.5151166349
48,Task 18,0.002982192039489746,0.29296875,90972.04413798089
48,Task 19,0.0037543153762817382,0.1953125,60300.48678798552
48,Task 20,0.0035149812698364257,0.1953125,79989.22969878378
48,Task 21,0.0013259410858154296,0.000762939453,285.07314579951986
48,Task 22,0.001668691635131836,0.0457763672,20119.428663710743
48,Task 23,0.0015109157562255859,0.0915527344,31963.217783490425
48,Task 24,0.0017256593704223632,0.183105469,68279.1689559042
48,Task 25,0.00023537635803222656,0.000762939453,754.181321250045
49,Task 1,0.0017294645309448241,6.7024231,5079606.920415225
49,Task 2,0.05503549575805664,61.1328125,48463695.74920328
49,Task 3,0.04600656509399414,30.5664062,26752263.117541425
49,Task 4,0.02658242702484131,30.5664062,23836289.282218736
49,Task 5,0.026086015701293944,15.3320312,90607715.24520026
49,Task 6,0.01573713302612305,15.3320312,365146.1610947358
49,Task 7,0.015139808654785156,7.71484375,219794.71797863164
49,Task 8,0.009319024085998535,7.71484375,380401.6838097712
49,Task 9,0.009168295860290528,3.90625,196273.74523684094
49,Task 10,0.00620267391204834,3.90625,325345.15603960346
49,Task 11,0.006544604301452637,1.953125,169090.64429892084
49,Task 12,0.004804778099060059,1.953125,274706.87664025876
49,Task 13,0.005378036499023437,0.9765625,139611.55044569416
49,Task 14,0.004421491622924805,0.9765625,206362.61363243248
49,Task 15,0.004403576850891113,0.48828125,97790.48060368538
49,Task 16,0.003311634063720703,0.48828125,133200.74034744722
49,Task 17,0.003964037895202637,0.29296875,71401.5235987573
49,Task 18,0.00325131893157959,0.29296875,86848.51917597551
49,Task 19,0.003945331573486328,0.1953125,58134.55939759415
49,Task 20,0.0036261463165283203,0.1953125,77303.22706983441
49,Task 21,0.0013553190231323242,0.000762939453,252.2680222634151
49,Task 22,0.0016533613204956054,0.0457763672,18454.049345091524
49,Task 23,0.0014975929260253905,0.0915527344,30415.694540461885
49,Task 24,0.0016807985305786132,0.183105469,66185.96687785519
49,Task 25,0.00022179126739501953,0.000762939453,737.8336634638727
50,Task 1,0.0017417192459106446,6.7024231,5043866.869259304
50,Task 2,0.055125093460083006,61.1328125,50485989.1529416
50,Task 3,0.04632735729217529,30.5664062,26347984.624020424
50,Task 4,0.026525940895080567,30.5664062,23731530.66079171
50,Task 5,0.025861086845397948,15.3320312,90052065.36752136
50,Task 6,0.015527076721191406,15.3320312,364552.6699116047
50,Task 7,0.015245513916015625,7.71484375,218272.7569851674
50,Task 8,0.00933232307434082,7.71484375,381211.7368426824
50,Task 9,0.009268426895141601,3.90625,197980.85171780467
50,Task 10,0.006254868507385254,3.90625,329746.55126242834
50,Task 11,0.006455941200256348,1.953125,167918.2488765226
50,Task 12,0.0047035408020019535,1.953125,274315.40674354794
50,Task 13,0.005308575630187988,0.9765625,138103.26331332026
50,Task 14,0.004374947547912598,0.9765625,204640.5929219259
50,Task 15,0.00432136058807373,0.48828125,99133.49272366163
50,Task 16,0.003192591667175293,0.48828125,136067.70451052507
50,Task 17,0.0035431718826293944,0.29296875,72335.78774244603
50,Task 18,0.003011746406555176,0.29296875,87772.48087996311
50,Task 19,0.003826174736022949,0.1953125,59240.60137599241
50,Task 20,0.003502769470214844,0.1953125,80185.6380921087
50,Task 21,0.001279611587524414,0.000762939453,282.23299154708184
50,Task 22,0.0015871334075927735,0.0457763672,19921.996045021522
50,Task 23,0.0015205717086791992,0.0915527344,31362.916824005773
50,Task 24,0.0016882181167602538,0.183105469,68517.21246310837
50,Task 25,0.0002231597900390625,0.000762939453,781.4871401208851
