Group,Task Number,Latency (Edge),Data Transmission Latency (Edge),Throughput (Edge)
19,Task 2,0.05504397392272949,61.1328125,49861162.92531237
19,Task 3,0.04627884387969971,30.5664062,26024803.61533482
19,Task 4,0.026254334449768067,30.5664062,23672690.773543708
19,Task 5,0.025356078147888185,15.3320312,93103801.06923518
19,Task 6,0.015113987922668458,15.3320312,365089.91934722377
19,Task 7,0.01484381675720215,7.71484375,218501.569016845
19,Task 8,0.009028735160827637,7.71484375,385155.4500209138
19,Task 9,0.009043159484863282,3.90625,201923.9714492845
19,Task 10,0.006015543937683106,3.90625,338759.0374027529
19,Task 11,0.006201915740966797,1.953125,172462.38227495636
19,Task 12,0.004676218032836914,1.953125,283539.16184261325
19,Task 13,0.0053644561767578125,0.9765625,141543.45084176646
19,Task 14,0.00442685604095459,0.9765625,212782.08808046603
19,Task 15,0.004284062385559082,0.48828125,103193.92051273376
19,Task 16,0.003233170509338379,0.48828125,136862.7372602924
19,Task 17,0.0034879970550537108,0.29296875,71582.27923712542
19,Task 18,0.0030577659606933595,0.29296875,86743.27704525845
19,Task 19,0.0037385177612304686,0.1953125,59756.36602840724
19,Task 20,0.003513760566711426,0.1953125,79179.24503535901
19,Task 21,0.0012853145599365234,0.000762939453,286.697489767405
19,Task 22,0.0016070222854614258,0.0457763672,19622.168855066586
19,Task 23,0.0015394544601440429,0.0915527344,32098.28270563146
19,Task 24,0.0016924142837524414,0.183105469,68302.88958038457
19,Task 25,0.00021584510803222657,0.000762939453,778.0196624002967
20,Task 1,0.0017670154571533202,6.7024231,4971659.961680654
20,Task 2,0.055514864921569824,61.1328125,50386229.72848982
20,Task 3,0.04641574859619141,30.5664062,26466920.476037472
20,Task 4,0.026683716773986815,30.5664062,23773565.57740246
20,Task 5,0.0260825777053833,15.3320312,91415484.34341244
20,Task 6,0.015517716407775878,15.3320312,361993.13514301414
20,Task 7,0.015014581680297852,7.71484375,217857.09173781867
20,Task 8,0.00913179874420166,7.71484375,378957.7023939145
20,Task 9,0.009311952590942384,3.90625,196299.61646556354
20,Task 10,0.0061328125,3.90625,329945.4549533064
20,Task 11,0.006233000755310058,1.953125,170500.9206722845
20,Task 12,0.004492998123168945,1.953125,280339.07357249863
20,Task 13,0.00516355037689209,0.9765625,137457.7444955035
20,Task 14,0.0042647504806518554,0.9765625,208713.37579617833
20,Task 15,0.004435253143310547,0.48828125,102679.2752198477
20,Task 16,0.0033342695236206056,0.48828125,142443.86097107985
20,Task 17,0.0035814332962036135,0.29296875,74367.4355765901
20,Task 18,0.0029815196990966796,0.29296875,90040.43770957185
20,Task 19,0.003847532272338867,0.1953125,57719.366116928635
20,Task 20,0.003540182113647461,0.1953125,76778.43623211826
20,Task 21,0.0013072061538696288,0.000762939453,279.21782071441027
20,Task 22,0.0015902757644653321,0.0457763672,20123.965646840566
20,Task 23,0.0015137386322021484,0.0915527344,31188.822212803298
20,Task 24,0.0016852331161499024,0.183105469,67793.1225839473
20,Task 25,0.00021983146667480468,0.000762939453,764.9902787251816
21,Task 1,0.0017893075942993163,6.7024231,4909720.401337793
21,Task 2,0.05552120208740234,61.1328125,50445371.69137292
21,Task 3,0.04644233703613281,30.5664062,26235272.83650318
21,Task 4,0.026587214469909668,30.5664062,23327955.612072077
21,Task 5,0.02592123508453369,15.3320312,92769743.09802109
21,Task 6,0.015606036186218262,15.3320312,361951.8174041795
21,Task 7,0.015146942138671874,7.71484375,217732.36760528907
21,Task 8,0.00912543773651123,7.71484375,380333.18651881913
21,Task 9,0.009069595336914062,3.90625,197521.45232674226
21,Task 10,0.00608515739440918,3.90625,328078.18326869496
21,Task 11,0.006332616806030273,1.953125,169011.01070849327
21,Task 12,0.004741153717041016,1.953125,280534.48765064066
21,Task 13,0.005460495948791504,0.9765625,141130.88318177612
21,Task 14,0.00453885555267334,0.9765625,210347.88700387886
21,Task 15,0.004506006240844727,0.48828125,101064.06555194625
21,Task 16,0.003389244079589844,0.48828125,134988.24087893698
21,Task 17,0.0035444974899291994,0.29296875,70323.28264706166
21,Task 18,0.0031326484680175783,0.29296875,84602.82455427072
21,Task 19,0.003987436294555664,0.1953125,56813.059351646276
21,Task 20,0.0036401939392089844,0.1953125,75533.06695780387
21,Task 21,0.0013711929321289062,0.000762939453,282.12743917614534
21,Task 22,0.0015884113311767578,0.0457763672,19153.122545527607
21,Task 23,0.0015271043777465821,0.0915527344,30094.524685910266
21,Task 24,0.0017174243927001952,0.183105469,65930.55315403115
21,Task 25,0.00021662235260009767,0.000762939453,729.2919738489359
22,Task 1,0.001789999008178711,6.7024231,4907823.948426969
22,Task 2,0.05580492496490479,61.1328125,47790669.26494093
22,Task 3,0.046538567543029784,30.5664062,26057168.55783604
22,Task 4,0.027039446830749513,30.5664062,22895373.72518564
22,Task 5,0.026329345703125,15.3320312,87873992.06005004
22,Task 6,0.01580173969268799,15.3320312,360111.5853598619
22,Task 7,0.015476646423339844,7.71484375,217282.14970627095
22,Task 8,0.00964097023010254,7.71484375,373972.14755519846
22,Task 9,0.009692282676696777,3.90625,194459.82660299505
22,Task 10,0.006460576057434082,3.90625,324014.9565537522
22,Task 11,0.006599750518798828,1.953125,165410.5114231559
22,Task 12,0.004829316139221191,1.953125,265533.44102305896
22,Task 13,0.005306553840637207,0.9765625,132063.83291703954
22,Task 14,0.004416589736938477,0.9765625,198124.74748704868
22,Task 15,0.00433985710144043,0.48828125,96973.36258045124
22,Task 16,0.0033205556869506836,0.48828125,132523.93952888137
22,Task 17,0.003555903434753418,0.29296875,72363.34757585153
22,Task 18,0.0030447673797607423,0.29296875,86944.91063736065
22,Task 19,0.0038543653488159178,0.1953125,58988.11735414785
22,Task 20,0.00350069522857666,0.1953125,77095.52982533736
22,Task 21,0.0012862014770507813,0.000762939453,281.222484903993
22,Task 22,0.001676645278930664,0.0457763672,19705.93891633022
22,Task 23,0.0015375423431396485,0.0915527344,31133.5302028036
22,Task 24,0.001749873161315918,0.183105469,68557.81047171624
22,Task 25,0.00022869110107421876,0.000762939453,777.4831687279413
23,Task 1,0.0017628431320190429,6.7024231,4983426.965471538
23,Task 2,0.055813264846801755,61.1328125,52402477.12030636
23,Task 3,0.04663282871246338,30.5664062,26637340.24722357
23,Task 4,0.026761698722839355,30.5664062,23893092.221549205
23,Task 5,0.026066970825195313,15.3320312,91152517.77225046
23,Task 6,0.015671634674072267,15.3320312,360057.77578430896
23,Task 7,0.015180702209472657,7.71484375,216842.9468937063
23,Task 8,0.009242262840270996,7.71484375,377853.44288963504
23,Task 9,0.009375896453857422,3.90625,196417.14544949
23,Task 10,0.006302838325500488,3.90625,326704.9102714676
23,Task 11,0.006652717590332031,1.953125,168635.1503820803
23,Task 12,0.005140419006347656,1.953125,276988.4436574774
23,Task 13,0.005484957695007325,0.9765625,136520.2790260534
23,Task 14,0.004537630081176758,0.9765625,203083.1085768584
23,Task 15,0.004321727752685547,0.48828125,96201.28786619035
23,Task 16,0.0032419443130493166,0.48828125,124503.46931051627
23,Task 17,0.003647322654724121,0.29296875,70009.65574438896
23,Task 18,0.0030799150466918946,0.29296875,84625.67312239257
23,Task 19,0.0038589715957641603,0.1953125,59235.568423050274
23,Task 20,0.0035321378707885744,0.1953125,78964.95907396103
23,Task 21,0.0013158655166625977,0.000762939453,274.1737144381154
23,Task 22,0.001529088020324707,0.0457763672,19481.05681176024
23,Task 23,0.001504054069519043,0.0915527344,31096.3677814367
23,Task 24,0.0016768026351928712,0.183105469,67947.51756007144
23,Task 25,0.00022046566009521485,0.000762939453,759.9560801139307
24,Task 1,0.0017910480499267578,6.7024231,4904949.367695216
24,Task 2,0.055655016899108886,61.1328125,37680727.47853502
24,Task 3,0.046498780250549314,30.5664062,23979558.86215941
24,Task 4,0.026554799079895018,30.5664062,21643503.681855533
24,Task 5,0.025900402069091798,15.3320312,89867721.32378028
24,Task 6,0.0157827091217041,15.3320312,361081.5541827958
24,Task 7,0.015302205085754394,7.71484375,217468.07003352614
24,Task 8,0.009549074172973633,7.71484375,380797.4584773238
24,Task 9,0.009580693244934081,3.90625,197680.32891311534
24,Task 10,0.006388092041015625,3.90625,324405.6492784922
24,Task 11,0.0066630315780639646,1.953125,167296.1501727117
24,Task 12,0.00473942756652832,1.953125,268088.8171594129
24,Task 13,0.005295567512512207,0.9765625,133602.02307665127
24,Task 14,0.004479513168334961,0.9765625,200372.81738922728
24,Task 15,0.004301929473876953,0.48828125,96052.37383340765
24,Task 16,0.0033418989181518556,0.48828125,135037.40504864528
24,Task 17,0.003676161766052246,0.29296875,72513.47454124536
24,Task 18,0.003063607215881348,0.29296875,85723.6011079153
24,Task 19,0.0038443994522094726,0.1953125,59508.181515883756
24,Task 20,0.0035893058776855467,0.1953125,76603.15475417602
24,Task 21,0.0012927865982055664,0.000762939453,272.0228498197671
24,Task 22,0.0021264982223510743,0.0457763672,19584.756064343914
24,Task 23,0.0016707563400268554,0.0915527344,31214.238138295696
24,Task 24,0.0018510866165161134,0.183105469,66865.29601504919
24,Task 25,0.0002236175537109375,0.000762939453,773.5228701999506
25,Task 1,0.0017800569534301759,6.7024231,4935235.349111316
25,Task 2,0.05539517879486084,61.1328125,50706581.046355136
25,Task 3,0.046643118858337405,30.5664062,26936057.61897892
25,Task 4,0.026478452682495116,30.5664062,24248772.046765737
25,Task 5,0.025809535980224608,15.3320312,90432733.06868657
25,Task 6,0.015597505569458008,15.3320312,362775.2529587351
25,Task 7,0.01520571231842041,7.71484375,216795.10820688808
25,Task 8,0.009135689735412598,7.71484375,381895.42724620894
25,Task 9,0.009297847747802734,3.90625,198376.29021780821
25,Task 10,0.006153559684753418,3.90625,328257.6163989735
25,Task 11,0.006364588737487793,1.953125,168357.78202240355
25,Task 12,0.004608592987060547,1.953125,280219.67406321754
25,Task 13,0.0052176713943481445,0.9765625,137666.2680137443
25,Task 14,0.004341502189636231,0.9765625,208009.68310609495
25,Task 15,0.004533109664916993,0.48828125,100556.3794295715
25,Task 16,0.0034037351608276365,0.48828125,138871.01807361055
25,Task 17,0.0037233686447143556,0.29296875,73596.04907582993
25,Task 18,0.0031059741973876952,0.29296875,88448.64823900386
25,Task 19,0.00382692813873291,0.1953125,56473.37455373203
25,Task 20,0.003582315444946289,0.1953125,75211.49205326311
25,Task 21,0.001311497688293457,0.000762939453,268.5739972107212
25,Task 22,0.0015802288055419922,0.0457763672,19317.610574635
25,Task 23,0.0014873743057250977,0.0915527344,31356.742444537205
25,Task 24,0.0016522073745727538,0.183105469,66995.7751315779
25,Task 25,0.00022222042083740233,0.000762939453,762.4870473856625
26,Task 1,0.0018191337585449219,6.7024231,4829221.577981652
26,Task 2,0.055602951049804686,61.1328125,25213413.81511329
26,Task 3,0.04636946201324463,30.5664062,16985223.944188718
26,Task 4,0.026631484031677245,30.5664062,15419199.556621589
26,Task 5,0.025799059867858888,15.3320312,64104720.794609316
26,Task 6,0.015593476295471191,15.3320312,361419.66605332884
26,Task 7,0.015509400367736816,7.71484375,218074.55943982452
26,Task 8,0.009839134216308594,7.71484375,379700.9580079022
26,Task 9,0.00986943244934082,3.90625,198456.84401773973
26,Task 10,0.006769642829895019,3.90625,328342.4364769131
26,Task 11,0.006552286148071289,1.953125,165061.18478477089
26,Task 12,0.004852390289306641,1.953125,260185.49434529926
26,Task 13,0.005531144142150879,0.9765625,129693.37462616619
26,Task 14,0.004380145072937012,0.9765625,189079.399336619
26,Task 15,0.0043301725387573245,0.48828125,97675.83184510165
26,Task 16,0.0033011770248413085,0.48828125,131893.7599496865
26,Task 17,0.003624229431152344,0.29296875,69425.0574801826
26,Task 18,0.003183622360229492,0.29296875,87668.32915479603
26,Task 19,0.003832106590270996,0.1953125,59120.04607406868
26,Task 20,0.0035483264923095704,0.1953125,77548.0981703204
26,Task 21,0.0012930822372436523,0.000762939453,275.9207216310377
26,Task 22,0.003177990913391113,0.0457763672,18846.456398074453
26,Task 23,0.0023587560653686524,0.0915527344,31314.36904825602
26,Task 24,0.002598319053649902,0.183105469,67637.51884731058
26,Task 25,0.00031348705291748044,0.000762939453,773.3460186813876
27,Task 1,0.0017904520034790039,6.7024231,4906582.238970931
27,Task 2,0.05544651508331299,61.1328125,48378027.70585204
27,Task 3,0.04650588035583496,30.5664062,26429040.300211694
27,Task 4,0.026954493522644042,30.5664062,23539317.336441267
27,Task 5,0.026158938407897948,15.3320312,90017443.27395447
27,Task 6,0.01569256782531738,15.3320312,362439.37008131336
27,Task 7,0.015317659378051757,7.71484375,217434.86893762837
27,Task 8,0.009429869651794433,7.71484375,375150.80710031034
27,Task 9,0.009546504020690919,3.90625,195726.59716397978
27,Task 10,0.006462197303771972,3.90625,326269.1012072429
27,Task 11,0.006656060218811035,1.953125,167127.36174745808
27,Task 12,0.004933581352233886,1.953125,271477.77164797304
27,Task 13,0.005601077079772949,0.9765625,134080.49661171788
27,Task 14,0.004582328796386719,0.9765625,198075.04163527573
27,Task 15,0.004366226196289062,0.48828125,96152.97622928095
27,Task 16,0.0034247589111328124,0.48828125,129723.20801200796
27,Task 17,0.0035651302337646484,0.29296875,68558.24237569075
27,Task 18,0.0030064964294433593,0.29296875,83800.18481056916
27,Task 19,0.003810620307922363,0.1953125,58631.86845829912
27,Task 20,0.0037807655334472657,0.1953125,74749.78725300185
27,Task 21,0.0013400554656982423,0.000762939453,280.4946620264237
27,Task 22,0.0016562891006469726,0.0457763672,19956.784053493375
27,Task 23,0.0015159082412719727,0.0915527344,31490.935937783506
27,Task 24,0.0017020034790039063,0.183105469,63479.20755116764
27,Task 25,0.00022324562072753907,0.000762939453,746.2377682097996
28,Task 1,0.0018223762512207032,6.7024231,4820629.106703647
28,Task 2,0.055610337257385255,61.1328125,47531395.80014482
28,Task 3,0.046123504638671875,30.5664062,26166722.01709146
28,Task 4,0.026595907211303713,30.5664062,22998844.2390864
28,Task 5,0.02609631061553955,15.3320312,87545422.91649356
28,Task 6,0.01571211814880371,15.3320312,361371.66201651073
28,Task 7,0.015226287841796875,7.71484375,219237.4599288727
28,Task 8,0.009291496276855469,7.71484375,380208.876488418
28,Task 9,0.009374589920043945,3.90625,196196.31584823324
28,Task 10,0.006335210800170898,3.90625,325863.1300700744
28,Task 11,0.006331429481506347,1.953125,168130.27749105595
28,Task 12,0.004754257202148437,1.953125,275520.7475438373
28,Task 13,0.005216636657714844,0.9765625,136539.3058168031
28,Task 14,0.004329133033752442,0.9765625,202045.36839807616
28,Task 15,0.004329676628112793,0.48828125,101083.01796132994
28,Task 16,0.0032678842544555664,0.48828125,134616.1919281072
28,Task 17,0.0035033416748046875,0.29296875,73610.64708850393
28,Task 18,0.003061833381652832,0.29296875,88701.36283780435
28,Task 19,0.003799877166748047,0.1953125,59126.817540547956
28,Task 20,0.0035261964797973634,0.1953125,78338.14788603947
28,Task 21,0.0013181924819946288,0.000762939453,285.4417561358043
28,Task 22,0.001685791015625,0.0457763672,19596.10224368608
28,Task 23,0.0015311050415039063,0.0915527344,31579.96817636518
28,Task 24,0.0017420005798339843,0.183105469,68062.00430833391
28,Task 25,0.00022954940795898436,0.000762939453,758.6145526234875
29,Task 1,0.0018184661865234375,6.7024231,4830994.419970632
29,Task 2,0.05568613529205322,61.1328125,49951872.13507528
29,Task 3,0.046679625511169436,30.5664062,26337082.659026578
29,Task 4,0.026489510536193847,30.5664062,23667156.156480983
29,Task 5,0.02593470096588135,15.3320312,86765006.46861425
29,Task 6,0.01577028751373291,15.3320312,360879.77545225393
29,Task 7,0.015400924682617188,7.71484375,216625.55963694298
29,Task 8,0.009638414382934571,7.71484375,381736.0077749834
29,Task 9,0.009582424163818359,3.90625,197418.89473627115
29,Task 10,0.006599340438842773,3.90625,324661.1702888395
29,Task 11,0.006456046104431152,1.953125,166223.78543863905
29,Task 12,0.004753384590148926,1.953125,265603.853319758
29,Task 13,0.005384125709533691,0.9765625,133577.88990734384
29,Task 14,0.004301242828369141,0.9765625,193958.7769205091
29,Task 15,0.004369425773620606,0.48828125,99131.88190535559
29,Task 16,0.003290858268737793,0.48828125,134640.90436241106
29,Task 17,0.0036051797866821288,0.29296875,71320.77160086544
29,Task 18,0.0029913139343261718,0.29296875,89276.52200133918
29,Task 19,0.0038364028930664065,0.1953125,58588.93439626337
29,Task 20,0.003615546226501465,0.1953125,77791.25659464777
29,Task 21,0.001381254196166992,0.000762939453,277.3786771173226
29,Task 22,0.0016041040420532227,0.0457763672,20058.07525297932
29,Task 23,0.0015212011337280274,0.0915527344,31279.300778569934
29,Task 24,0.00169281005859375,0.183105469,66380.01147401531
29,Task 25,0.00023161411285400391,0.000762939453,723.9797010391135
30,Task 1,0.0017987728118896485,6.7024231,4883885.247726851
30,Task 2,0.05553557395935058,61.1328125,45871747.224747285
30,Task 3,0.046620993614196776,30.5664062,26159634.14252934
30,Task 4,0.026864118576049804,30.5664062,23277093.31804065
30,Task 5,0.025751118659973146,15.3320312,88340005.85239063
30,Task 6,0.015554032325744628,15.3320312,361858.1490615245
30,Task 7,0.01524111270904541,7.71484375,216897.9941457264
30,Task 8,0.00954167366027832,7.71484375,376412.87099645106
30,Task 9,0.00934035301208496,3.90625,198826.31382373272
30,Task 10,0.006202750205993653,3.90625,329175.09059856524
30,Task 11,0.006318821907043457,1.953125,167966.7389691746
30,Task 12,0.004679555892944336,1.953125,268296.7465820171
30,Task 13,0.005275187492370606,0.9765625,137039.78836173317
30,Task 14,0.0043743371963500975,0.9765625,206360.07536836635
30,Task 15,0.00425938606262207,0.48828125,101284.70297392074
30,Task 16,0.0032567453384399416,0.48828125,136765.11503259715
30,Task 17,0.003517446517944336,0.29296875,72793.62118509934
30,Task 18,0.003139019012451172,0.29296875,87784.72778010934
30,Task 19,0.0038979578018188475,0.1953125,60102.55849933614
30,Task 20,0.0037655210494995117,0.1953125,78606.08472464417
30,Task 21,0.001403827667236328,0.000762939453,284.29714422052376
30,Task 22,0.0017467832565307617,0.0457763672,19114.251860853714
30,Task 23,0.001531519889831543,0.0915527344,30785.351227764997
30,Task 24,0.001721177101135254,0.183105469,63736.199278954824
30,Task 25,0.00022748470306396484,0.000762939453,712.3381475795165
31,Task 1,0.0017980337142944336,6.7024231,4885892.811774846
31,Task 2,0.05593465805053711,61.1328125,48649744.34829434
31,Task 3,0.046642117500305176,30.5664062,26394999.270543072
31,Task 4,0.026723623275756836,30.5664062,23911179.398096107
31,Task 5,0.02591552734375,15.3320312,90844039.041214
31,Task 6,0.015659685134887694,15.3320312,359276.35388140235
31,Task 7,0.015340466499328614,7.71484375,216799.76257368329
31,Task 8,0.009303956031799317,7.71484375,378391.8032242811
31,Task 9,0.009193692207336426,3.90625,197564.95525200188
31,Task 10,0.006180973052978516,3.90625,326954.2111414055
31,Task 11,0.0065061855316162105,1.953125,166878.88859912052
31,Task 12,0.004616665840148926,1.953125,275151.7732081237
31,Task 13,0.005214276313781738,0.9765625,139225.89218057352
31,Task 14,0.004265456199645996,0.9765625,207087.1348295537
31,Task 15,0.004299378395080567,0.48828125,98367.92954796307
31,Task 16,0.003369455337524414,0.48828125,138628.18366324616
31,Task 17,0.00358797550201416,0.29296875,73643.96838446366
31,Task 18,0.0031113243103027344,0.29296875,90025.54053464888
31,Task 19,0.003858752250671387,0.1953125,59543.49128537284
31,Task 20,0.0036383152008056642,0.1953125,75976.67111031861
31,Task 21,0.0013018989562988282,0.000762939453,278.70870340074396
31,Task 22,0.001647038459777832,0.0457763672,19284.39275883842
31,Task 23,0.0015178632736206055,0.0915527344,31098.13540869879
31,Task 24,0.0016755342483520507,0.183105469,65964.59810487411
31,Task 25,0.00022121429443359376,0.000762939453,768.1087654013508
32,Task 1,0.0017655372619628906,6.7024231,4975822.481499487
32,Task 2,0.055425992012023924,61.1328125,48433942.68190046
32,Task 3,0.04640830039978027,30.5664062,26400639.03271317
32,Task 4,0.026814045906066893,30.5664062,23720007.150419094
32,Task 5,0.02615954875946045,15.3320312,89094489.97315182
32,Task 6,0.015892152786254884,15.3320312,362573.573706005
32,Task 7,0.015552964210510254,7.71484375,217892.05622466357
32,Task 8,0.009922709465026856,7.71484375,377115.78608553356
32,Task 9,0.009785103797912597,3.90625,195722.03049367896
32,Task 10,0.006447653770446777,3.90625,322171.58171473694
32,Task 11,0.006582608222961426,1.953125,164598.84851210704
32,Task 12,0.004812726974487305,1.953125,257994.04981299344
32,Task 13,0.005375213623046875,0.9765625,130811.08043770118
32,Task 14,0.004355902671813965,0.9765625,198521.8260116509
32,Task 15,0.004351234436035157,0.48828125,97225.89865937256
32,Task 16,0.003373298645019531,0.48828125,132980.7411458612
32,Task 17,0.003576531410217285,0.29296875,71439.02120532547
32,Task 18,0.0031398868560791014,0.29296875,88156.23968937021
32,Task 19,0.0040084123611450195,0.1953125,58833.87892868101
32,Task 20,0.0035714292526245117,0.1953125,75890.10844858587
32,Task 21,0.00134305477142334,0.000762939453,279.6005082307517
32,Task 22,0.0016543769836425781,0.0457763672,19108.96881008137
32,Task 23,0.0015175390243530274,0.0915527344,29937.03970260223
32,Task 24,0.0016890382766723633,0.183105469,67199.98718261963
32,Task 25,0.0002255582809448242,0.000762939453,744.5712723541587
33,Task 1,0.0018064737319946288,6.7024231,4863065.454209506
33,Task 2,0.055681591033935544,61.1328125,45281389.656240985
33,Task 3,0.04655440330505371,30.5664062,26078115.419926938
33,Task 4,0.02649134159088135,30.5664062,22611143.989579856
33,Task 5,0.026004858016967773,15.3320312,85671470.7214441
33,Task 6,0.01563718795776367,15.3320312,360909.22739173076
33,Task 7,0.015443148612976075,7.71484375,217208.23986809197
33,Task 8,0.009701051712036134,7.71484375,381709.6225689331
33,Task 9,0.00972440242767334,3.90625,196886.2893486778
33,Task 10,0.006383113861083985,3.90625,327424.5992200908
33,Task 11,0.006481432914733886,1.953125,165769.3041850912
33,Task 12,0.0047927570343017575,1.953125,263888.91390237596
33,Task 13,0.005467901229858399,0.9765625,131627.6254011685
33,Task 14,0.004467477798461914,0.9765625,200529.0878177488
33,Task 15,0.004319109916687012,0.48828125,98743.59704396894
33,Task 16,0.003290133476257324,0.48828125,133534.83087490575
33,Task 17,0.0036162376403808595,0.29296875,70228.04250799249
33,Task 18,0.003170318603515625,0.29296875,85954.54019541082
33,Task 19,0.003796114921569824,0.1953125,59271.471423067116
33,Task 20,0.0038293027877807618,0.1953125,77808.39344281303
33,Task 21,0.0013607501983642577,0.000762939453,276.53049922202587
33,Task 22,0.001769556999206543,0.0457763672,18925.542667372574
33,Task 23,0.0015363073348999023,0.0915527344,31611.2663813602
33,Task 24,0.0017718696594238282,0.183105469,62674.59464575008
33,Task 25,0.00023457050323486328,0.000762939453,734.8887409328241
34,Task 1,0.0018025875091552735,6.7024231,4873549.802925694
34,Task 2,0.05556950569152832,61.1328125,48171804.359641775
34,Task 3,0.04637380599975586,30.5664062,25910998.01952107
34,Task 4,0.02667999267578125,30.5664062,23276641.916645426
34,Task 5,0.02604280948638916,15.3320312,89674588.99929783
34,Task 6,0.015828285217285156,15.3320312,361637.19201597426
34,Task 7,0.015303812026977538,7.71484375,218054.13168057063
34,Task 8,0.009451007843017578,7.71484375,379010.5987989705
34,Task 9,0.009369106292724609,3.90625,196599.3723786169
34,Task 10,0.006279563903808594,3.90625,323471.5529644831
34,Task 11,0.006406521797180176,1.953125,167278.58362917916
34,Task 12,0.004672536849975586,1.953125,270870.5825370077
34,Task 13,0.005394663810729981,0.9765625,136619.2206607751
34,Task 14,0.004490113258361817,0.9765625,203835.8108313337
34,Task 15,0.004538817405700684,0.48828125,99898.20065572794
34,Task 16,0.0033182907104492188,0.48828125,136970.56236235867
34,Task 17,0.003588871955871582,0.29296875,71181.45142542977
34,Task 18,0.0030710601806640623,0.29296875,85521.22806365456
34,Task 19,0.003885664939880371,0.1953125,56402.357071793194
34,Task 20,0.0037734508514404297,0.1953125,77148.1531723131
34,Task 21,0.0013944101333618164,0.000762939453,278.63908556669116
34,Task 22,0.0016633796691894532,0.0457763672,19537.22703897846
34,Task 23,0.0015462160110473633,0.0915527344,30882.745130282507
34,Task 24,0.001721210479736328,0.183105469,63602.259430087826
34,Task 25,0.00022409915924072267,0.000762939453,717.149119957323
35,Task 1,0.0018077850341796874,6.7024231,4859537.961595274
35,Task 2,0.05502406597137451,61.1328125,50773227.05438372
35,Task 3,0.046311535835266114,30.5664062,26452088.49486198
35,Task 4,0.026689343452453614,30.5664062,23718734.890863717
35,Task 5,0.025877938270568848,15.3320312,90167664.93795465
35,Task 6,0.015716361999511718,15.3320312,365222.0105009081
35,Task 7,0.015402264595031738,7.71484375,218347.32572828513
35,Task 8,0.009860119819641112,7.71484375,378877.81008979375
35,Task 9,0.009577012062072754,3.90625,197851.92879229525
35,Task 10,0.006411876678466797,3.90625,325775.13804779184
35,Task 11,0.006713242530822754,1.953125,166209.3248823794
35,Task 12,0.00471517562866211,1.953125,259631.7333690554
35,Task 13,0.005200643539428711,0.9765625,133653.37661723373
35,Task 14,0.004229888916015625,0.9765625,199629.54126966657
35,Task 15,0.00429840087890625,0.48828125,95333.96075913313
35,Task 16,0.0033732223510742187,0.48828125,135731.95367520052
35,Task 17,0.0035509538650512697,0.29296875,73837.01595556427
35,Task 18,0.0029858922958374023,0.29296875,90782.52588290467
35,Task 19,0.003786468505859375,0.1953125,59557.03230386937
35,Task 20,0.003493475914001465,0.1953125,75891.82489511122
35,Task 21,0.0013134908676147462,0.000762939453,281.61447261877106
35,Task 22,0.0015781545639038086,0.0457763672,20094.49573370255
35,Task 23,0.00151458740234375,0.0915527344,31691.799314930486
35,Task 24,0.001689128875732422,0.183105469,68699.4861015376
35,Task 25,0.00022287368774414061,0.000762939453,761.329998293757
36,Task 1,0.0018253803253173828,6.7024231,4812695.67670646
36,Task 2,0.055926485061645506,61.1328125,47158567.58351084
36,Task 3,0.04648082256317139,30.5664062,24929693.803203877
36,Task 4,0.02670189380645752,30.5664062,22658156.915136036
36,Task 5,0.025666718482971192,15.3320312,87111133.92310873
36,Task 6,0.015529012680053711,15.3320312,359328.85783630045
36,Task 7,0.015069251060485839,7.71484375,217552.08798761969
36,Task 8,0.009197759628295898,7.71484375,378699.73093648284
36,Task 9,0.009257702827453614,3.90625,199480.11676665672
36,Task 10,0.006285820007324219,3.90625,329705.4426761078
36,Task 11,0.0063969135284423825,1.953125,169882.36440713095
36,Task 12,0.004666228294372559,1.953125,278328.64778553694
36,Task 13,0.005246496200561524,0.9765625,138263.2413090831
36,Task 14,0.00433220386505127,0.9765625,203632.93866330053
36,Task 15,0.004302587509155274,0.48828125,100048.24938689408
36,Task 16,0.003271198272705078,0.48828125,137155.74113076204
36,Task 17,0.0035793066024780275,0.29296875,73191.7045816027
36,Task 18,0.003065018653869629,0.29296875,88638.48792938914
36,Task 19,0.0038038444519042968,0.1953125,59499.08036856186
36,Task 20,0.0035787010192871093,0.1953125,78258.78429200315
36,Task 21,0.0013380575180053712,0.000762939453,279.38372178222437
36,Task 22,0.0016991186141967773,0.0457763672,19575.73730399623
36,Task 23,0.0016070795059204101,0.0915527344,31547.031304060052
36,Task 24,0.001768193244934082,0.183105469,67063.43969684534
36,Task 25,0.00023069381713867188,0.000762939453,747.3520282526343
37,Task 1,0.0017955541610717774,6.7024231,4892639.938388814
37,Task 2,0.05583284854888916,61.1328125,49314053.297961004
37,Task 3,0.04702783584594727,30.5664062,26299326.000932775
37,Task 4,0.027157139778137208,30.5664062,23854764.61262407
37,Task 5,0.026005210876464843,15.3320312,92116820.59845686
37,Task 6,0.015887179374694825,15.3320312,359931.48338837223
37,Task 7,0.015446548461914062,7.71484375,215021.5891950602
37,Task 8,0.0093947172164917,7.71484375,372351.43621938577
37,Task 9,0.009473223686218262,3.90625,196883.6178380575
37,Task 10,0.0064362001419067385,3.90625,322272.43611003476
37,Task 11,0.006554031372070312,1.953125,165732.81767846647
37,Task 12,0.004792685508728027,1.953125,272493.56643818057
