Group,Task Number,Latency (Server),Throughput (Server)
23,Task 4,0.001757211685180664,74205178.73652044
23,Task 5,0.001840195655822754,502436416.21363854
23,Task 6,0.0013597440719604493,5177815.909506954
23,Task 7,0.0014798545837402344,4509524.7766119875
23,Task 8,0.0009599447250366211,5754571.338945061
23,Task 9,0.0011598825454711913,2782312.8392892773
23,Task 10,0.0008199548721313476,3765414.4670166466
23,Task 11,0.0009200191497802735,1729899.6996919587
23,Task 12,0.0008102655410766602,2666820.2170727467
23,Task 13,0.0008200502395629883,1103560.0156221094
23,Task 14,0.0006998872756958008,1561061.5211942522
23,Task 15,0.0007799720764160156,695637.6942293539
23,Task 16,0.0006599235534667969,789864.5166985434
23,Task 17,0.0007999897003173828,468263.9934409834
23,Task 18,0.00074005126953125,548659.7818459296
23,Task 19,0.0006801795959472657,328216.878194312
23,Task 20,0.0006998014450073242,387923.7203387381
23,Task 21,0.00038012027740478514,1250.0160934612863
23,Task 22,0.0005000495910644532,81075.46391752578
23,Task 23,0.00048002719879150393,176423.99259695466
23,Task 24,0.0005399084091186523,342954.42187531944
23,Task 25,3.999710083007812e-05,2630.7462649121267
24,Task 1,0.00020008087158203126,43907245.75786463
24,Task 2,0.003961000442504883,138143565.09758142
24,Task 3,0.002240109443664551,100188759.78154588
24,Task 4,0.0016999244689941406,64615092.99864649
24,Task 5,0.001919989585876465,502316645.9117997
24,Task 6,0.001419234275817871,5073465.729605312
24,Task 7,0.0015598344802856445,4514065.1625743685
24,Task 8,0.0010201501846313476,5948499.585974755
24,Task 9,0.0010798883438110352,2666681.130805586
24,Task 10,0.0008400249481201172,3607579.1623968957
24,Task 11,0.0009198808670043946,1641199.7762295909
24,Task 12,0.0007602071762084961,2509434.4328576573
24,Task 13,0.0007599115371704102,1185307.7286516035
24,Task 14,0.0008001279830932617,1523764.267792877
24,Task 15,0.0008400678634643555,695742.2672396365
24,Task 16,0.000559859275817871,841875.7675926914
24,Task 17,0.000839838981628418,505321.97659460985
24,Task 18,0.0007900857925415039,479923.2224268321
24,Task 19,0.0007200336456298828,304737.28508585214
24,Task 20,0.0007399177551269531,457257.76290126145
24,Task 21,0.0002800464630126953,1190.7044348680213
24,Task 22,0.0005800342559814453,75941.12002317539
24,Task 23,0.0003998851776123047,166658.87869034847
24,Task 24,0.0006200408935546875,324360.3742943315
24,Task 25,4.000663757324219e-05,3570.836029286566
25,Task 1,0.0003000497817993164,29278474.88279698
25,Task 2,0.003940649032592773,138119720.42116335
25,Task 3,0.0025001096725463866,64630998.25230769
25,Task 4,0.0017599201202392579,62605470.49163227
25,Task 5,0.0017998170852661132,334877763.94119984
25,Task 6,0.0015997886657714844,5099667.550646529
25,Task 7,0.0013997554779052734,4044622.566377589
25,Task 8,0.0011000490188598632,5745715.3217984075
25,Task 9,0.0012698745727539062,2844733.5242642052
25,Task 10,0.0008201742172241211,3200422.7242921013
25,Task 11,0.0010101842880249024,1828890.8601601091
25,Task 12,0.0008002138137817383,2327169.0225707316
25,Task 13,0.0008998298645019531,1007973.5648412389
25,Task 14,0.0008399295806884766,1560644.0352784544
25,Task 15,0.0008400392532348633,633547.7670626997
25,Task 16,0.0008400392532348633,799786.2433484092
25,Task 17,0.000679922103881836,426747.33874557517
25,Task 18,0.0007800054550170898,457181.1837907191
25,Task 19,0.0008600759506225586,304747.6638909229
25,Task 20,0.0007599163055419922,304747.6638909229
25,Task 21,0.00027994632720947267,1470.7567150571567
25,Task 22,0.000580134391784668,76922.53895671204
25,Task 23,0.0006198883056640625,139522.56183089298
25,Task 24,0.0006399440765380859,315824.25360490946
25,Task 25,6.000995635986328e-05,3572.113304604064
26,Task 1,0.00019991397857666016,43943900.584376864
26,Task 2,0.0038508844375610353,235730652.24942133
26,Task 3,0.0025005149841308594,62590080.17640179
26,Task 4,0.001639394760131836,64616583.783617504
26,Task 5,0.0019097042083740235,201060858.6994895
26,Task 6,0.0014599990844726563,5218541.435309297
26,Task 7,0.0015197992324829102,4043966.9684742065
26,Task 8,0.0010599470138549804,6168129.998894726
26,Task 9,0.0011599969863891602,2681043.4713129285
26,Task 10,0.0008399343490600586,3506851.514122227
26,Task 11,0.0009401798248291016,1684433.0127853164
26,Task 12,0.0008198308944702148,2415215.0688074427
26,Task 13,0.0008000564575195312,1103451.1425623486
26,Task 14,0.0007425165176391602,1523928.6277938313
26,Task 15,0.0008177089691162109,680720.8398843637
26,Task 16,0.000819859504699707,780648.7951561965
26,Task 17,0.0006601619720458985,479966.1278787012
26,Task 18,0.0007199382781982422,517160.2124366639
26,Task 19,0.0007400226593017578,313069.82027687394
26,Task 20,0.0007200145721435547,312248.62129733566
26,Task 21,0.0003600168228149414,1514.779769729714
26,Task 22,0.00033991336822509767,83340.47767283517
26,Task 23,0.000640101432800293,162157.1967988453
26,Task 24,0.0006200265884399414,333326.58710711397
26,Task 25,9.994983673095704e-05,2777.6479781724747
27,Task 1,0.0005000591278076172,17567922.49451702
27,Task 2,0.004059157371520996,154080868.74747846
27,Task 3,0.002320122718811035,77038315.21964368
27,Task 4,0.001860208511352539,71551089.38148807
27,Task 5,0.0019995784759521485,200993736.1312476
27,Task 6,0.00142974853515625,4950781.199318193
27,Task 7,0.001599712371826172,4358390.14807888
27,Task 8,0.0011214828491210938,5435949.754174421
27,Task 9,0.0011785697937011718,2560539.664522037
27,Task 10,0.0009399747848510742,3581049.3062966913
27,Task 11,0.0009199953079223632,1600287.679889354
27,Task 12,0.0007399082183837891,2282692.0643559303
27,Task 13,0.0009199333190917969,1086062.1126053957
27,Task 14,0.0009200191497802735,1361738.6557904296
27,Task 15,0.0009002017974853515,695655.7218159296
27,Task 16,0.0006597137451171875,864972.1466778372
27,Task 17,0.0007800102233886719,417421.5587485227
27,Task 18,0.0008102035522460937,417382.61653761234
27,Task 19,0.0008801746368408203,284380.6807708199
27,Task 20,0.000719904899597168,388047.0914768128
27,Task 21,0.0003999948501586914,1282.0344785426091
27,Task 22,0.0005200386047363281,74055.46400489665
27,Task 23,0.0005200529098510743,136336.5802390214
27,Task 24,0.0005599355697631836,333377.36711376056
27,Task 25,9.998321533203125e-05,2500.0321869225727
28,Task 1,0.00029997825622558595,29285455.921157207
28,Task 2,0.003960609436035156,147973860.26540804
28,Task 3,0.0024602508544921877,85229707.2742212
28,Task 4,0.0017697763442993163,66937777.02995538
28,Task 5,0.0019403076171875,250695179.2992683
28,Task 6,0.0014995431900024414,5073966.601492897
28,Task 7,0.0016798782348632813,4110149.9798430856
28,Task 8,0.0010398960113525391,5713716.330638099
28,Task 9,0.0011600589752197266,2638756.841774143
28,Task 10,0.0009596443176269531,3414373.146525819
28,Task 11,0.0010402631759643555,1523919.9763834956
28,Task 12,0.0008399820327758789,2461784.613127172
28,Task 13,0.0008199644088745117,1103392.1786239836
28,Task 14,0.0007398223876953125,1333827.519726512
28,Task 15,0.0009201335906982422,615228.9293588621
28,Task 16,0.0007998514175415039,761921.0590552746
28,Task 17,0.0008001995086669922,468313.0094964498
28,Task 18,0.0006598854064941407,519043.4979890688
28,Task 19,0.0009399127960205079,278220.4699273447
28,Task 20,0.00076141357421875,320059.44402382243
28,Task 21,0.00028000354766845705,1249.6883454300594
28,Task 22,0.0005415010452270507,90924.87787958492
28,Task 23,0.00047007083892822263,127671.41856996459
28,Task 24,0.0005985260009765625,315203.2064128257
28,Task 25,8.016109466552735e-05,3571.383321128727
29,Task 1,0.00029995441436767576,29287783.67379382
29,Task 2,0.003878984451293945,154054030.06628224
29,Task 3,0.002620048522949219,69076893.38255243
29,Task 4,0.0015798616409301758,62612468.59178335
29,Task 5,0.0020000410079956056,167492117.4469438
29,Task 6,0.0016297769546508788,5180737.446188115
29,Task 7,0.0014199542999267579,3859470.50653
29,Task 8,0.001139822006225586,6400560.490883463
29,Task 9,0.0012599515914916992,2559947.5108418623
29,Task 10,0.0008799123764038086,3141534.174593097
29,Task 11,0.0010401105880737305,1802874.9236028558
29,Task 12,0.0009600353240966796,2245964.7085400647
29,Task 13,0.0009398555755615234,1015912.0466561456
29,Task 14,0.0008400297164916993,1454690.3013585794
29,Task 15,0.0007599210739135743,615319.1856120517
29,Task 16,0.0008199739456176757,666642.1369465664
29,Task 17,0.0007400083541870118,408573.4127507585
29,Task 18,0.0007799196243286132,457126.68547457806
29,Task 19,0.0007999849319458008,336877.0899872621
29,Task 20,0.0008401203155517578,312205.04184088256
29,Task 21,0.00024004459381103517,1351.336095521003
29,Task 22,0.0005201292037963867,76931.00433477419
29,Task 23,0.000579991340637207,150002.8253133773
29,Task 24,0.0006398725509643555,285673.3679179958
29,Task 25,0.00011998176574707031,4165.8926123835445
30,Task 1,9.992122650146485e-05,87919257.07468385
30,Task 2,0.003930506706237793,148399872.3504217
30,Task 3,0.002320618629455566,77053858.3908805
30,Task 4,0.001819486618041992,69071782.54879071
30,Task 5,0.0020000886917114257,334877763.94119984
30,Task 6,0.0013596963882446288,5112826.7935803905
30,Task 7,0.001619877815246582,4357458.7705401415
30,Task 8,0.0011798572540283204,5557611.636012936
30,Task 9,0.0010999250411987305,2559886.4796435325
30,Task 10,0.0009200143814086914,3765546.517785439
30,Task 11,0.0010001230239868163,1580366.1090391006
30,Task 12,0.000839996337890625,2169754.003087692
30,Task 13,0.0008600139617919922,1163715.6643011041
30,Task 14,0.0008811807632446289,1391282.5993438407
30,Task 15,0.0008387136459350586,639921.2743335828
30,Task 16,0.0007599830627441406,761908.0835603997
30,Task 17,0.000839996337890625,446504.3790682975
30,Task 18,0.000780029296875,435778.9184889365
30,Task 19,0.0008599710464477539,305229.3249796749
30,Task 20,0.0006598663330078125,336849.6122474589
30,Task 21,0.00042002201080322267,1190.4813805631245
30,Task 22,0.0005399465560913086,76920.18779342723
30,Task 23,0.0005199480056762696,139539.58158903016
30,Task 24,0.0005800342559814453,363710.02428026363
30,Task 25,6.000995635986328e-05,2380.827609695181
31,Task 1,0.00019979476928710938,43970120.09546539
31,Task 2,0.0038610267639160156,154119024.01658213
31,Task 3,0.0024001598358154297,80127694.33710352
31,Task 4,0.0017592906951904297,71540123.23044829
31,Task 5,0.0019003534317016601,167405626.97914597
31,Task 6,0.001349492073059082,5204833.125688513
31,Task 7,0.0016797256469726562,4213052.751365849
31,Task 8,0.00108001708984375,5747770.978181326
31,Task 9,0.0010800886154174805,2694235.669317221
31,Task 10,0.0009200096130371094,3794020.0629661954
31,Task 11,0.0011000490188598632,1524058.4107374016
31,Task 12,0.000839853286743164,2370332.8623905056
31,Task 13,0.0010601091384887695,1185087.9471637139
31,Task 14,0.0006599855422973632,1391289.8103037213
31,Task 15,0.0007999563217163086,581792.2556426829
31,Task 16,0.0008600997924804687,762037.8584000454
31,Task 17,0.000879964828491211,362226.85576261353
31,Task 18,0.0007199954986572266,581830.9271795909
31,Task 19,0.0007999420166015625,320017.47226742486
31,Task 20,0.0007801532745361328,297639.88113718014
31,Task 21,0.000399932861328125,1136.4090559330666
31,Task 22,0.0005199098587036132,83333.85432533742
31,Task 23,0.0005000019073486328,150010.87267525037
31,Task 24,0.0005600214004516602,307631.8562435059
31,Task 25,0.00012004375457763672,2500.419687142312
32,Task 1,0.00029995441436767576,29287783.67379382
32,Task 2,0.0038808631896972657,138150379.37452728
32,Task 3,0.0023402929306030273,77058098.52616133
32,Task 4,0.0017592525482177735,71541341.52567628
32,Task 5,0.0019019508361816405,167425578.38868585
32,Task 6,0.0013980817794799804,5178229.4344593035
32,Task 7,0.00153994083404541,4320826.622928106
32,Task 8,0.0010997867584228516,5747895.610692196
32,Task 9,0.0011002302169799804,2691972.8431461034
32,Task 10,0.000839681625366211,3662160.593999298
32,Task 11,0.0009002208709716797,1662401.5308918746
32,Task 12,0.0006999444961547852,2327723.9704823927
32,Task 13,0.0009000635147094726,1163392.8792770929
32,Task 14,0.0007800006866455078,1524387.2931502492
32,Task 15,0.000780181884765625,710936.6385931458
32,Task 16,0.0006699228286743164,914358.2148526115
32,Task 17,0.0008200168609619141,426636.55811440106
32,Task 18,0.0007399702072143554,492307.25892234896
32,Task 19,0.0006797599792480468,328128.6133385488
32,Task 20,0.0007198667526245118,382133.56679692224
32,Task 21,0.0003200101852416992,1219.4871198464848
32,Task 22,0.0005800056457519531,81084.3455790905
32,Task 23,0.0005199193954467773,176532.89935183368
32,Task 24,0.0005600118637084961,333395.0333516596
32,Task 25,0.00012002944946289062,3124.900537914798
33,Task 1,0.00040001869201660155,21961473.73942067
33,Task 2,0.003840837478637695,267116939.47765818
33,Task 3,0.0024402952194213868,74182902.96571636
33,Task 4,0.001619706153869629,77055978.40019076
33,Task 5,0.0019198274612426758,111634791.77791905
33,Task 6,0.0013596105575561523,5232192.226766085
33,Task 7,0.0016798686981201172,4143760.9349567285
33,Task 8,0.0010220909118652344,6243107.724102603
33,Task 9,0.00113800048828125,2666906.325366291
33,Task 10,0.0007798624038696289,3765784.2325106706
33,Task 11,0.0009402751922607422,1523928.6277938313
33,Task 12,0.0006599760055541992,2504669.565379663
33,Task 13,0.0008998584747314454,1124779.833735586
33,Task 14,0.0008200597763061523,1641315.177714324
33,Task 15,0.0007399702072143554,680651.797758507
33,Task 16,0.000619959831237793,969732.2245262162
33,Task 17,0.0008600425720214844,426733.7706794408
33,Task 18,0.000699930191040039,468258.547845958
33,Task 19,0.0007400846481323242,345959.87447078613
33,Task 20,0.0006799411773681641,412929.97884859436
33,Task 21,0.0002999258041381836,1162.733139650928
33,Task 22,0.0002999734878540039,85722.83460275504
33,Task 23,0.0005400705337524414,162143.61465655544
33,Task 24,0.0005199337005615235,352971.70988961664
33,Task 25,0.00018001556396484374,3334.157935738247
34,Task 1,0.0003000497817993164,29278474.88279698
34,Task 2,0.003860669136047363,174169624.54369256
34,Task 3,0.0024407100677490234,69070646.91065733
34,Task 4,0.0016297054290771483,74203212.68921664
34,Task 5,0.0020403575897216795,334930990.9560518
34,Task 6,0.0013597536087036133,5205315.268372032
34,Task 7,0.0015995597839355469,4143056.618488866
34,Task 8,0.0009798622131347657,6204802.303276435
34,Task 9,0.0011399459838867187,2509364.0574534815
34,Task 10,0.000979781150817871,3765388.057974267
34,Task 11,0.0009202241897583007,1600440.337216651
34,Task 12,0.000780034065246582,2612612.2282132637
34,Task 13,0.0008799028396606445,1122860.2215306363
34,Task 14,0.0007402420043945313,1306414.1915074827
34,Task 15,0.0008598470687866211,695482.6955462861
34,Task 16,0.0005799818038940429,820476.9874988538
34,Task 17,0.0007798385620117188,436411.8203642788
34,Task 18,0.0008000373840332031,518749.2708064931
34,Task 19,0.0007613945007324219,297727.362566062
34,Task 20,0.0006787347793579102,441393.15799426136
34,Task 21,0.00038001060485839846,1282.3166854179915
34,Task 22,0.000460057258605957,74996.49541065682
34,Task 23,0.0005800437927246094,157605.55124126357
34,Task 24,0.0005399227142333984,353599.08951040107
34,Task 25,6.000041961669922e-05,2631.505508570281
35,Task 1,0.0005000114440917968,17569597.863818426
35,Task 2,0.0038208723068237304,138066383.58064252
35,Task 3,0.002602400779724121,80146802.75104214
35,Task 4,0.0016973781585693359,69107574.27516265
35,Task 5,0.001940293312072754,200907501.5111789
35,Task 6,0.0014594697952270508,5259531.9566451805
35,Task 7,0.0015398120880126952,3885642.8566978704
35,Task 8,0.001120157241821289,5957423.187607805
35,Task 9,0.001299872398376465,2638776.296420084
35,Task 10,0.0008998584747314454,3508123.303917693
35,Task 11,0.0010302114486694337,1662540.526814525
35,Task 12,0.0008202457427978516,2285393.4290846866
35,Task 13,0.0008400201797485352,984712.0391191585
35,Task 14,0.0007999420166015625,1422445.9022648027
35,Task 15,0.0008798503875732422,621231.6906656298
35,Task 16,0.0008502101898193359,780253.9734213861
35,Task 17,0.0009200906753540039,457131.87523060763
35,Task 18,0.000639967918395996,480034.79256080114
35,Task 19,0.0008398675918579101,290958.5579726639
35,Task 20,0.0008398914337158204,301102.0134378751
35,Task 21,0.00024008750915527344,1086.8494016801671
35,Task 22,0.0005803585052490234,93754.69968929522
35,Task 23,0.000499882698059082,142879.66479876003
35,Task 24,0.0005797338485717773,285751.2177951379
35,Task 25,0.00010002613067626954,4165.147964250248
36,Task 1,0.00020008087158203126,43907245.75786463
36,Task 2,0.004000701904296875,143110709.80752853
36,Task 3,0.0025199365615844725,87108286.48385258
36,Task 4,0.001840362548828125,62596142.12447663
36,Task 5,0.0019195032119750976,inf
36,Task 6,0.0014996719360351562,5023118.562874252
36,Task 7,0.0015998363494873046,4012799.430808619
36,Task 8,0.0011197423934936523,5494569.538180914
36,Task 9,0.0011601209640502929,2667356.828609685
36,Task 10,0.0008600759506225586,3414080.024419403
36,Task 11,0.0009702920913696289,1600163.667252839
36,Task 12,0.0008597850799560546,2286240.134226473
36,Task 13,0.0009200763702392578,1103333.2209868678
36,Task 14,0.000780038833618164,1488240.6595295253
36,Task 15,0.0008199739456176757,659595.193748925
36,Task 16,0.0007000970840454102,744372.0703233321
36,Task 17,0.0008701753616333008,417356.6591000964
36,Task 18,0.0006198883056640625,492283.18315748294
36,Task 19,0.0008401107788085937,312205.04184088256
36,Task 20,0.0007598018646240235,365663.5712874861
36,Task 21,0.0003799152374267578,1149.1936500282209
36,Task 22,0.0005599021911621094,96791.63076923077
36,Task 23,0.0004599332809448242,142838.30540798258
36,Task 24,0.0006400394439697266,315871.8228715593
36,Task 25,0.0,2632.166076762808
37,Task 1,0.00040001869201660155,21961473.73942067
37,Task 2,0.003931474685668945,148340921.12994352
37,Task 3,0.002439842224121094,77048912.15611474
37,Task 4,0.001659684181213379,87122738.4439905
37,Task 5,0.0018195199966430664,501957677.3701763
37,Task 6,0.0015799236297607423,5111567.950126745
37,Task 7,0.0015010833740234375,4144530.2897168496
37,Task 8,0.0010390853881835937,6092725.419969488
37,Task 9,0.0012199020385742188,2813928.9534856295
37,Task 10,0.0008996248245239258,3240662.9684849726
37,Task 11,0.0009402942657470703,1705434.917407878
37,Task 12,0.0008197641372680664,2463705.1286757956
37,Task 13,0.000940103530883789,1049264.5798805465
37,Task 14,0.0007597780227661132,1422815.3393581214
37,Task 15,0.000661463737487793,680637.9910139254
37,Task 16,0.000778651237487793,780712.367014315
37,Task 17,0.0009101629257202148,408465.65020237985
37,Task 18,0.0006600856781005859,505410.77590264665
37,Task 19,0.000719904899597168,387020.4600667536
37,Task 20,0.000880122184753418,328773.6378946079
37,Task 21,0.00019997119903564453,1098.7043876882776
37,Task 22,0.0005401611328125,90897.29104962798
37,Task 23,0.0005199813842773438,166688.68355688028
37,Task 24,0.0004598569869995117,272689.4108086144
37,Task 25,4.003524780273437e-05,5000.720127810764
38,Task 1,0.0005001068115234375,17566247.444698703
38,Task 2,0.003981118202209473,147278715.0021473
38,Task 3,0.002380332946777344,129224223.27012104
38,Task 4,0.0017798185348510743,62992703.40453288
38,Task 5,0.0018596410751342773,111602273.63292111
38,Task 6,0.0015596818923950195,5047828.016974468
38,Task 7,0.0014299535751342773,4248145.207455248
38,Task 8,0.0010199689865112306,5681478.084419498
38,Task 9,0.0012200927734375,2753219.4617879717
38,Task 10,0.0008798599243164063,3282720.6784697743
38,Task 11,0.0009399032592773437,1790267.911152016
38,Task 12,0.0007799863815307617,2509880.235433818
38,Task 13,0.0007800817489624024,1049100.5502751376
38,Task 14,0.0007599735260009765,1454777.0214610882
38,Task 15,0.000860142707824707,680921.1412800845
38,Task 16,0.00071990966796875,820527.1465688522
38,Task 17,0.0007397222518920898,492256.1007365751
38,Task 18,0.0008001375198364258,505280.7589504198
38,Task 19,0.0007400894165039062,297625.03090611746
38,Task 20,0.0006398391723632812,355600.1695633743
38,Task 21,0.00036011219024658205,1351.8587516357143
38,Task 22,0.0005440568923950195,74987.10973116966
38,Task 23,0.00031003475189208987,162142.56997062007
38,Task 24,0.0006360101699829101,375094.258629941
38,Task 25,0.0001800680160522461,2776.912381986467
39,Task 1,0.0002999305725097656,29290111.796502385
39,Task 2,0.003840470314025879,190662728.15113178
39,Task 3,0.002380990982055664,71582788.26666667
39,Task 4,0.0016992521286010743,74179628.24501616
39,Task 5,0.0018802881240844727,201070451.29770994
39,Task 6,0.0014590978622436523,5232692.445663983
39,Task 7,0.0015999555587768554,4246971.146135822
39,Task 8,0.0010602521896362306,5950853.219365864
39,Task 9,0.001179661750793457,2722986.937171115
39,Task 10,0.000940089225769043,3509017.5460383343
39,Task 11,0.000980210304260254,1600044.442457568
39,Task 12,0.0007497072219848633,2414519.889723905
39,Task 13,0.000780324935913086,1085056.7962715195
39,Task 14,0.0007200050354003906,1361572.8857576172
39,Task 15,0.0008800268173217773,652921.1101111571
39,Task 16,0.0007000875473022461,853666.5797424074
39,Task 17,0.0007799100875854492,492102.6899527028
39,Task 18,0.0006199932098388672,533329.6034332035
39,Task 19,0.0008400392532348633,290900.2259489041
39,Task 20,0.000740218162536621,365668.5524353115
39,Task 21,0.0002599763870239258,1282.199084122549
39,Task 22,0.00042026042938232423,96775.25341865222
39,Task 23,0.000559687614440918,142850.46744887013
39,Task 24,0.0005400943756103516,324228.737076046
39,Task 25,9.9945068359375e-05,3846.5031822600463
40,Task 1,0.0003001689910888672,29266847.212073073
40,Task 2,0.003800978660583496,133460881.15002781
40,Task 3,0.0025907373428344727,71570593.06444056
40,Task 4,0.0015791130065917968,60735076.679750465
40,Task 5,0.002000293731689453,167286018.30667248
40,Task 6,0.0014198684692382812,5287059.411408277
40,Task 7,0.0016394281387329102,3903135.9269082323
40,Task 8,0.0010230302810668944,6403594.902827602
40,Task 9,0.0010970020294189453,2559624.078647507
40,Task 10,0.0009600496292114257,3605967.813868515
40,Task 11,0.0010201406478881835,1561520.1054061365
40,Task 12,0.000799870491027832,2502369.7219697502
40,Task 13,0.0008797979354858398,1166816.4375939982
40,Task 14,0.0006799650192260742,1333264.4074362884
40,Task 15,0.0008600568771362305,627364.4730507295
40,Task 16,0.0008017778396606446,800129.5299412799
40,Task 17,0.0008580970764160156,436463.85665584507
40,Task 18,0.000800018310546875,564734.9336250605
40,Task 19,0.0007599878311157226,297654.7328502442
40,Task 20,0.000760035514831543,319290.4409884326
40,Task 21,0.0005000066757202148,1165.3693124986107
40,Task 22,0.0006003856658935546,74998.28342551974
40,Task 23,0.0005597829818725586,157897.26504413952
40,Task 24,0.0006596517562866211,315774.717518555
40,Task 25,0.00012012958526611328,1999.973297475658
41,Task 1,0.00019996166229248048,43933421.53332538
41,Task 2,0.004000921249389649,117795922.6211673
41,Task 3,0.0023803424835205076,83521673.33817111
41,Task 4,0.0017295598983764649,62588215.197812915
41,Task 5,0.0019201087951660157,502196932.69780743
41,Task 6,0.0013396310806274413,5022843.177197176
41,Task 7,0.001659832000732422,4248128.187438151
41,Task 8,0.0011198139190673828,5846574.038570227
41,Task 9,0.0010601663589477539,2666515.5708311396
41,Task 10,0.000980043411254883,3821947.754154787
41,Task 11,0.0009998369216918945,1542324.7647173735
41,Task 12,0.0008600568771362305,2286094.1058243415
41,Task 13,0.0008601188659667969,1207357.684194429
41,Task 14,0.0007199525833129882,1306064.5939765484
41,Task 15,0.0008799934387207031,640104.3871404658
41,Task 16,0.0008600568771362305,744136.8321256106
41,Task 17,0.0008401107788085937,446449.9212773035
41,Task 18,0.0006599187850952149,533368.4591184555
41,Task 19,0.0008201885223388672,290911.2599432126
41,Task 20,0.0008211326599121094,297654.7328502442
41,Task 21,0.00038000106811523436,1190.319211733188
41,Task 22,0.0006802272796630859,90920.2789118104
41,Task 23,0.00047968387603759767,146307.82647116962
41,Task 24,0.0006401205062866211,292279.2037351049
41,Task 25,4.001617431640625e-05,2631.571550469307
42,Task 1,0.0002999067306518555,29292440.289371174
42,Task 2,0.0039307022094726566,125161512.78945918
42,Task 3,0.002340269088745117,80096376.25525506
42,Task 4,0.001779923439025879,55675027.65055132
42,Task 5,0.0020004987716674806,502256782.1713741
42,Task 6,0.0014192819595336913,5112572.494443959
42,Task 7,0.0016196680068969727,4320870.642026122
42,Task 8,0.0011199235916137696,5681143.2325056195
42,Task 9,0.0011201858520507812,2559361.7314407616
42,Task 10,0.0008800268173217773,3607457.958306036
42,Task 11,0.00105987548828125,1580570.8263044315
42,Task 12,0.0008800077438354492,2285870.2318353094
42,Task 13,0.0009620475769042968,1142667.5293717012
42,Task 14,0.000818023681640625,1454501.1297445206
42,Task 15,0.0008798265457153321,603844.5148286785
42,Task 16,0.0006399154663085938,727266.3274650368
42,Task 17,0.0007999944686889649,399148.6587759472
42,Task 18,0.0009401512145996094,469424.0626748741
42,Task 19,0.0007598209381103516,290966.4424728881
42,Task 20,0.0007602691650390625,400052.84053651267
42,Task 21,0.00042050838470458985,1250.0086427332494
42,Task 22,0.0006401968002319336,63819.52080501511
42,Task 23,0.0005001974105834961,157931.94683267857
42,Task 24,0.0007196044921875,315677.67185148015
42,Task 25,4.001140594482422e-05,2378.0738657625275
43,Task 1,0.00020000934600830078,43922947.47884134
43,Task 2,0.003940577507019043,182100581.34136695
43,Task 3,0.0023003816604614258,95424476.97077763
43,Task 4,0.001719832420349121,71540123.23044829
43,Task 5,0.0019399166107177735,111566820.89212441
43,Task 6,0.0014004182815551757,5099760.114908174
43,Task 7,0.0013788986206054689,4395792.304296005
43,Task 8,0.00106142520904541,5879642.621196368
43,Task 9,0.0011785221099853515,2639288.7053560456
43,Task 10,0.0008599472045898438,3656050.5296419
43,Task 11,0.0009398317337036133,1856554.1815365036
43,Task 12,0.0007801294326782226,2411851.516417562
43,Task 13,0.0008200550079345703,1086106.0553339215
43,Task 14,0.0005399751663208008,1488463.4698132458
43,Task 15,0.0008602285385131836,680972.9625514341
43,Task 16,0.0006999540328979493,820376.6877540417
43,Task 17,0.0007598018646240235,468261.27062763844
43,Task 18,0.0007199811935424805,711143.8154025485
43,Task 19,0.0007601499557495118,297595.33488910936
43,Task 20,0.0007902669906616211,365738.302756981
43,Task 21,0.00022004127502441405,1316.1325952981636
43,Task 22,0.0004400205612182617,83335.51006351372
43,Task 23,0.00041985034942626954,157863.58874635384
43,Task 24,0.0005600214004516602,303694.8307799989
43,Task 25,0.00018012523651123047,4544.6019156589955
44,Task 1,0.0002999067306518555,29292440.289371174
44,Task 2,0.0038213872909545897,182047315.94479233
44,Task 3,0.002349872589111328,95410390.09788558
44,Task 4,0.001619873046875,83481839.86089721
44,Task 5,0.0019003820419311523,167438881.97059992
44,Task 6,0.001399378776550293,5258823.162878103
44,Task 7,0.00153961181640625,4303212.032369867
44,Task 8,0.0010199546813964844,6242464.506405426
44,Task 9,0.001100001335144043,2694195.1076306207
44,Task 10,0.0008799600601196289,3658766.3653308162
44,Task 11,0.0009400272369384766,1662756.7888999009
44,Task 12,0.0006602764129638672,2509915.4371201494
44,Task 13,0.0007799005508422851,1163634.951254297
44,Task 14,0.0007998991012573242,1454611.4738730146
44,Task 15,0.0008200836181640625,680831.3364242307
44,Task 16,0.0005801200866699218,969291.0233263522
44,Task 17,0.0007813167572021484,492370.4690108036
44,Task 18,0.0007387447357177734,480060.5468819858
44,Task 19,0.0007199668884277344,312163.28960833565
44,Task 20,0.0006998205184936524,441287.9434489561
44,Task 21,0.00032000064849853517,1279.8906343452097
44,Task 22,0.00044014930725097654,81218.85287169358
44,Task 23,0.00041991233825683594,166674.3317349723
44,Task 24,0.0004799127578735352,342945.07471229124
44,Task 25,0.00012001991271972656,3124.9936670193265
45,Task 1,0.000400090217590332,21957547.607413147
45,Task 2,0.0040004968643188475,154135987.98029736
45,Task 3,0.0022611522674560545,69076325.47478501
45,Task 4,0.0017592096328735351,74163258.97732387
45,Task 5,0.0018796920776367188,201137625.1228941
45,Task 6,0.0013399410247802734,5023376.015924383
45,Task 7,0.0015000152587890626,4472056.192560914
45,Task 8,0.0010593938827514649,5748035.828727709
45,Task 9,0.0011600446701049805,2723850.390664637
45,Task 10,0.0008401012420654297,3821063.692590194
45,Task 11,0.0009600257873535156,1706649.30573216
